
1	1	0.990 	0.667 	0.687 	0.710 
1	2	0.667 	0.990 	0.620 	0.710 
1	3	0.687 	0.620 	0.990 	0.739 
1	4	0.710 	0.710 	0.739 	0.990 
2	1	0.990 	0.739 	0.830 	0.739 
2	2	0.739 	0.990 	0.710 	0.710 
2	3	0.830 	0.710 	0.990 	0.667 
2	4	0.739 	0.710 	0.667 	0.990 
3	1	0.990 	0.776 	0.634 	0.667 
3	2	0.776 	0.990 	0.608 	0.667 
3	3	0.634 	0.608 	0.990 	0.608 
3	4	0.667 	0.667 	0.608 	0.990 
4	1	0.990 	0.776 	0.649 	0.620 
4	2	0.776 	0.990 	0.649 	0.649 
4	3	0.649 	0.649 	0.990 	0.776 
4	4	0.620 	0.649 	0.776 	0.990 
5	1	0.990 	0.830 	0.776 	0.830 
5	2	0.830 	0.990 	0.739 	0.990 
5	3	0.776 	0.739 	0.990 	0.739 
5	4	0.830 	0.990 	0.739 	0.990 
6	1	0.990 	0.710 	0.667 	0.990 
6	2	0.710 	0.990 	0.710 	0.710 
6	3	0.667 	0.710 	0.990 	0.667 
6	4	0.990 	0.710 	0.667 	0.990 
7	1	0.990 	0.739 	0.830 	0.649 
7	2	0.739 	0.990 	0.776 	0.710 
7	3	0.830 	0.776 	0.990 	0.634 
7	4	0.649 	0.710 	0.634 	0.990 
8	1	0.990 	0.776 	0.667 	0.776 
8	2	0.776 	0.990 	0.776 	0.776 
8	3	0.667 	0.776 	0.990 	0.667 
8	4	0.776 	0.776 	0.667 	0.990 
9	1	0.990 	0.830 	0.710 	0.830 
9	2	0.830 	0.990 	0.739 	0.776 
9	3	0.710 	0.739 	0.990 	0.649 
9	4	0.830 	0.776 	0.649 	0.990 
10	1	0.990 	0.739 	0.586 	0.830 
10	2	0.739 	0.990 	0.649 	0.776 
10	3	0.586 	0.649 	0.990 	0.620 
10	4	0.830 	0.776 	0.620 	0.990 
11	1	0.990 	0.634 	0.710 	0.776 
11	2	0.634 	0.990 	0.586 	0.667 
11	3	0.710 	0.586 	0.990 	0.776 
11	4	0.776 	0.667 	0.776 	0.990 
12	1	0.990 	0.776 	0.776 	0.776 
12	2	0.776 	0.990 	0.710 	0.667 
12	3	0.776 	0.710 	0.990 	0.776 
12	4	0.776 	0.667 	0.776 	0.990 
13	1	0.990 	0.710 	0.776 	0.739 
13	2	0.710 	0.990 	0.710 	0.649 
13	3	0.776 	0.710 	0.990 	0.739 
13	4	0.739 	0.649 	0.739 	0.990 
14	1	0.990 	0.687 	0.710 	0.739 
14	2	0.687 	0.990 	0.620 	0.667 
14	3	0.710 	0.620 	0.990 	0.739 
14	4	0.739 	0.667 	0.739 	0.990 
15	1	0.990 	0.739 	0.776 	0.776 
15	2	0.739 	0.990 	0.739 	0.739 
15	3	0.776 	0.739 	0.990 	0.990 
15	4	0.776 	0.739 	0.990 	0.990 
16	1	0.990 	0.739 	0.608 	0.620 
16	2	0.739 	0.990 	0.739 	0.634 
16	3	0.608 	0.739 	0.990 	0.649 
16	4	0.620 	0.634 	0.649 	0.990 
17	1	0.990 	0.830 	0.830 	0.776 
17	2	0.830 	0.990 	0.990 	0.830 
17	3	0.830 	0.990 	0.990 	0.830 
17	4	0.776 	0.830 	0.830 	0.990 
18	1	0.990 	0.667 	0.739 	0.830 
18	2	0.667 	0.990 	0.576 	0.620 
18	3	0.739 	0.576 	0.990 	0.776 
18	4	0.830 	0.620 	0.776 	0.990 
19	1	0.990 	0.739 	0.687 	0.776 
19	2	0.739 	0.990 	0.710 	0.830 
19	3	0.687 	0.710 	0.990 	0.739 
19	4	0.776 	0.830 	0.739 	0.990 
20	1	0.990 	0.687 	0.776 	0.649 
20	2	0.687 	0.990 	0.687 	0.608 
20	3	0.776 	0.687 	0.990 	0.596 
20	4	0.649 	0.608 	0.596 	0.990 
21	1	0.990 	0.830 	0.687 	0.830 
21	2	0.830 	0.990 	0.776 	0.776 
21	3	0.687 	0.776 	0.990 	0.667 
21	4	0.830 	0.776 	0.667 	0.990 
22	1	0.990 	0.776 	0.830 	0.620 
22	2	0.776 	0.990 	0.739 	0.576 
22	3	0.830 	0.739 	0.990 	0.667 
22	4	0.620 	0.576 	0.667 	0.990 
23	1	0.990 	0.608 	0.596 	0.649 
23	2	0.608 	0.990 	0.739 	0.596 
23	3	0.596 	0.739 	0.990 	0.634 
23	4	0.649 	0.596 	0.634 	0.990 
24	1	0.990 	0.620 	0.634 	0.667 
24	2	0.620 	0.990 	0.739 	0.739 
24	3	0.634 	0.739 	0.990 	0.710 
24	4	0.667 	0.739 	0.710 	0.990 
25	1	0.990 	0.687 	0.830 	0.739 
25	2	0.687 	0.990 	0.634 	0.710 
25	3	0.830 	0.634 	0.990 	0.710 
25	4	0.739 	0.710 	0.710 	0.990 
26	1	0.990 	0.667 	0.634 	0.710 
26	2	0.667 	0.990 	0.608 	0.634 
26	3	0.634 	0.608 	0.990 	0.586 
26	4	0.710 	0.634 	0.586 	0.990 
27	1	0.990 	0.687 	0.776 	0.830 
27	2	0.687 	0.990 	0.739 	0.634 
27	3	0.776 	0.739 	0.990 	0.739 
27	4	0.830 	0.634 	0.739 	0.990 
28	1	0.990 	0.776 	0.830 	0.620 
28	2	0.776 	0.990 	0.739 	0.649 
28	3	0.830 	0.739 	0.990 	0.634 
28	4	0.620 	0.649 	0.634 	0.990 
29	1	0.990 	0.710 	0.739 	0.687 
29	2	0.710 	0.990 	0.687 	0.739 
29	3	0.739 	0.687 	0.990 	0.667 
29	4	0.687 	0.739 	0.667 	0.990 
30	1	0.990 	0.667 	0.710 	0.739 
30	2	0.667 	0.990 	0.776 	0.739 
30	3	0.710 	0.776 	0.990 	0.739 
30	4	0.739 	0.739 	0.739 	0.990 
31	1	0.990 	0.710 	0.776 	0.710 
31	2	0.710 	0.990 	0.710 	0.776 
31	3	0.776 	0.710 	0.990 	0.776 
31	4	0.710 	0.776 	0.776 	0.990 
32	1	0.990 	0.710 	0.710 	0.649 
32	2	0.710 	0.990 	0.776 	0.739 
32	3	0.710 	0.776 	0.990 	0.830 
32	4	0.649 	0.739 	0.830 	0.990 
33	1	0.990 	0.710 	0.608 	0.667 
33	2	0.710 	0.990 	0.667 	0.776 
33	3	0.608 	0.667 	0.990 	0.776 
33	4	0.667 	0.776 	0.776 	0.990 
34	1	0.990 	0.739 	0.776 	0.776 
34	2	0.739 	0.990 	0.649 	0.739 
34	3	0.776 	0.649 	0.990 	0.667 
34	4	0.776 	0.739 	0.667 	0.990 
35	1	0.990 	0.620 	0.634 	0.667 
35	2	0.620 	0.990 	0.739 	0.687 
35	3	0.634 	0.739 	0.990 	0.776 
35	4	0.667 	0.687 	0.776 	0.990 
36	1	0.990 	0.667 	0.710 	0.710 
36	2	0.667 	0.990 	0.667 	0.776 
36	3	0.710 	0.667 	0.990 	0.667 
36	4	0.710 	0.776 	0.667 	0.990 
37	1	0.990 	0.634 	0.739 	0.649 
37	2	0.634 	0.990 	0.620 	0.649 
37	3	0.739 	0.620 	0.990 	0.567 
37	4	0.649 	0.649 	0.567 	0.990 
38	1	0.990 	0.126 	0.990 	0.161 
38	2	0.115 	0.990 	0.990 	0.154 
38	3	0.125 	0.116 	0.990 	0.116 
38	4	0.119 	0.115 	0.990 	0.990 
39	1	0.990 	0.739 	0.776 	0.739 
39	2	0.739 	0.990 	0.620 	0.776 
39	3	0.776 	0.620 	0.990 	0.649 
39	4	0.739 	0.776 	0.649 	0.990 
40	1	0.990 	0.739 	0.830 	0.739 
40	2	0.739 	0.990 	0.710 	0.667 
40	3	0.830 	0.710 	0.990 	0.776 
40	4	0.739 	0.667 	0.776 	0.990 
41	1	0.990 	0.776 	0.739 	0.576 
41	2	0.776 	0.990 	0.830 	0.620 
41	3	0.739 	0.830 	0.990 	0.667 
